representation,x,y,stage,stage_id,subject_id
E1,-13.733341217041016,9.633976936340332,W,0,SC460
E1,34.55927276611328,3.562453269958496,N3,3,SC460
E1,11.122123718261719,-23.567180633544922,N2,2,SC400
E1,7.247991561889648,-20.03187370300293,N2,2,SC433
E1,-34.73213195800781,-3.007935047149658,REM,4,SC441
E1,-4.878614902496338,46.16636276245117,W,0,SC461
E1,-18.118436813354492,15.708958625793457,W,0,SC400
E1,-20.176450729370117,1.0868602991104126,N1,1,SC461
E1,-41.03126525878906,-13.774625778198242,REM,4,SC400
E1,2.280935287475586,-21.492828369140625,N2,2,SC428
E1,25.024179458618164,-2.056696653366089,N3,3,SC441
E1,9.745516777038574,-18.00106430053711,REM,4,SC460
E1,-36.94169998168945,-10.776177406311035,REM,4,SC425
E1,-35.237815856933594,-10.407191276550293,REM,4,SC441
E1,33.811981201171875,-1.6726545095443726,N3,3,SC425
E1,-8.765893936157227,-13.1363525390625,N2,2,SC433
E1,52.00006103515625,4.916248798370361,N3,3,SC400
E1,53.22278594970703,6.709993362426758,N3,3,SC428
E1,33.373863220214844,-0.8822375535964966,N3,3,SC460
E1,4.07008695602417,-11.940234184265137,N2,2,SC441
E1,14.455729484558105,-21.23759651184082,N2,2,SC425
E1,32.57557678222656,1.112843632698059,N3,3,SC460
E1,46.663700103759766,5.905786991119385,N3,3,SC400
E1,15.104288101196289,-11.259065628051758,N2,2,SC451
E1,-6.015439987182617,-5.861089706420898,N2,2,SC433
E1,-17.0712890625,7.339357376098633,N1,1,SC433
E1,10.919171333312988,-22.383888244628906,N2,2,SC425
E1,-21.87171173095703,-0.31297895312309265,N1,1,SC400
E1,-11.910821914672852,-12.011752128601074,N1,1,SC451
E1,26.96993637084961,-11.436615943908691,N2,2,SC461
E1,-34.913997650146484,-18.771230697631836,REM,4,SC400
E1,53.86478805541992,6.96623420715332,N3,3,SC400
E1,2.902089834213257,-19.396339416503906,N3,3,SC460
E1,-3.0027241706848145,42.22062301635742,W,0,SC428
E1,-14.650931358337402,-3.4340901374816895,N2,2,SC441
E1,2.4791505336761475,-3.2905690670013428,N1,1,SC461
E1,33.764610290527344,0.9577135443687439,N3,3,SC460
E1,-7.3556437492370605,-12.873431205749512,N2,2,SC433
E1,8.633810997009277,-22.610748291015625,N2,2,SC433
E1,43.279266357421875,0.12349098920822144,N3,3,SC441
E1,-25.85445785522461,-1.922406554222107,N2,2,SC433
E1,5.126937389373779,-23.233701705932617,N2,2,SC428
E1,-36.4376106262207,-15.172883987426758,N1,1,SC400
E1,-3.824920892715454,-8.729811668395996,N2,2,SC451
E1,-9.168465614318848,-2.1979737281799316,W,0,SC441
E2,-4.038881778717041,-9.114896774291992,N1,1,SC451
E2,-19.719207763671875,-11.024319648742676,REM,4,SC460
E2,23.185564041137695,-9.614973068237305,N3,3,SC461
E2,30.19443130493164,-9.077459335327148,N3,3,SC461
E2,-37.167335510253906,-1.6954783201217651,REM,4,SC400
E2,-31.07975196838379,-0.6230599880218506,N1,1,SC425
E2,2.768172025680542,9.179516792297363,N1,1,SC441
E2,-15.036444664001465,-14.244315147399902,N1,1,SC433
E2,-26.750293731689453,7.566667079925537,REM,4,SC460
E2,-2.234065294265747,-2.66332745552063,N2,2,SC441
E2,-2.306540012359619,-12.952595710754395,REM,4,SC460
E2,-10.132282257080078,-19.53855323791504,N2,2,SC425
E2,-13.027597427368164,-13.917941093444824,N2,2,SC425
E2,4.193315029144287,17.128725051879883,W,0,SC428
E2,-11.676605224609375,-18.721555709838867,N2,2,SC433
E2,-1.5874866247177124,-15.230727195739746,N2,2,SC441
E2,30.52997589111328,-22.955698013305664,N3,3,SC400
E2,8.58659839630127,-4.769715785980225,N2,2,SC460
E2,13.614388465881348,31.902870178222656,W,0,SC451
E2,-42.1657829284668,4.048315525054932,REM,4,SC461
E2,-6.844635009765625,-20.1385440826416,N2,2,SC425
E2,-19.386079788208008,10.373604774475098,N1,1,SC400
E2,-1.1314697265625,4.157137393951416,REM,4,SC441
E2,11.281780242919922,-23.719898223876953,N2,2,SC425
E2,-9.79753589630127,3.382366895675659,N1,1,SC400
E2,-5.735152244567871,-19.033226013183594,N2,2,SC428
E2,7.058350086212158,13.39532470703125,N1,1,SC441
E2,16.049724578857422,38.80370330810547,W,0,SC451
E2,-9.00206184387207,-17.661691665649414,N2,2,SC425
E2,-13.6185884475708,4.806354522705078,N1,1,SC425
E2,-7.441646099090576,-10.374090194702148,N2,2,SC451
E2,28.071151733398438,-10.797465324401855,N3,3,SC461
E2,0.9933106899261475,17.252552032470703,N1,1,SC441
E2,14.276768684387207,41.814491271972656,W,0,SC451
E2,17.195707321166992,-11.161869049072266,N2,2,SC460
E2,8.724678993225098,-19.91480255126953,N2,2,SC461
E2,26.573793411254883,-22.631303787231445,N3,3,SC441
E2,-8.050419807434082,-17.49822235107422,N2,2,SC451
E2,9.112309455871582,-10.957703590393066,N2,2,SC460
E2,-28.352739334106445,-4.17731237411499,N1,1,SC460
E2,-26.64920997619629,-11.074089050292969,N2,2,SC441
E2,11.304180145263672,16.075376510620117,W,0,SC460
E2,-39.509124755859375,9.750632286071777,REM,4,SC400
E2,-40.60209655761719,10.185845375061035,REM,4,SC400
E2,-38.52334213256836,-0.9269022345542908,REM,4,SC433
E2,-26.396883010864258,-10.992105484008789,N2,2,SC460
E2,-11.055961608886719,-10.224422454833984,N1,1,SC433
E2,7.858407020568848,0.42289116978645325,N1,1,SC441
E2,12.20246696472168,-10.02475643157959,N2,2,SC441
E2,-7.825056076049805,2.5454776287078857,N1,1,SC460
E2,39.84465789794922,-17.457080841064453,N3,3,SC428
E2,15.11687183380127,41.75484085083008,W,0,SC451
E2,-7.465324401855469,-7.9979352951049805,N2,2,SC451
E2,-8.277595520019531,0.9806417226791382,REM,4,SC460
E2,-8.130575180053711,-22.697803497314453,N1,1,SC433
E2,-22.117156982421875,10.301423072814941,N1,1,SC425
E2,13.654748916625977,-7.17779541015625,N2,2,SC441
E2,-8.000030517578125,-6.488327980041504,N2,2,SC451
E2,-13.817747116088867,-14.940183639526367,N2,2,SC433
E2,-2.780297040939331,-12.124078750610352,REM,4,SC460
E2,2.146810293197632,5.6552653312683105,N2,2,SC461
E2,-23.491186141967773,5.881858825683594,REM,4,SC433
E2,18.851030349731445,36.69797134399414,W,0,SC400
E2,0.13498078286647797,18.805068969726562,W,0,SC451
E2,-12.857131958007812,9.510144233703613,REM,4,SC451
E2,-24.75764274597168,9.619385719299316,N1,1,SC425
E2,-2.54736065864563,19.674781799316406,W,0,SC451
E2,-6.170075416564941,-0.5128190517425537,N1,1,SC451
E2,19.21919059753418,-5.42849063873291,N3,3,SC461
E2,-29.513826370239258,-2.5053415298461914,REM,4,SC428
E2,16.18563461303711,-13.437732696533203,N3,3,SC400
E2,-43.3911018371582,3.428077220916748,REM,4,SC433
E2,-28.48361587524414,9.848833084106445,REM,4,SC400
E2,5.024530410766602,16.297182083129883,W,0,SC400
E2,26.69293975830078,-17.493467330932617,N3,3,SC460
E2,0.2860535979270935,-16.775428771972656,N2,2,SC428
E2,-8.61024284362793,-10.782520294189453,N2,2,SC451
E2,10.168280601501465,-25.277263641357422,N3,3,SC425
E2,-22.19386100769043,4.764747619628906,N1,1,SC400
E2,-17.48815155029297,1.4777590036392212,REM,4,SC433
E2,28.549041748046875,-20.204519271850586,N3,3,SC400
E2,-36.401607513427734,4.684122562408447,N1,1,SC400
E2,-8.18606185913086,19.234783172607422,W,0,SC425
E2,8.576934814453125,-24.739315032958984,N2,2,SC400
E2,-24.319629669189453,5.692168235778809,REM,4,SC441
E2,-27.222078323364258,-4.051368236541748,N1,1,SC400
E2,-39.209197998046875,-3.2529349327087402,REM,4,SC428
E2,-35.426856994628906,11.224921226501465,REM,4,SC441
E2,-38.42107391357422,11.783825874328613,REM,4,SC433
E2,-25.936708450317383,5.8194260597229,REM,4,SC400
E2,-11.118404388427734,-7.039951324462891,N1,1,SC433
E2,25.145166397094727,-24.036314010620117,N3,3,SC428
E2,-11.802725791931152,-1.470301866531372,REM,4,SC461
E2,14.924334526062012,-14.263245582580566,N2,2,SC461
E2,-32.38882827758789,-1.3030637502670288,REM,4,SC425
E2,28.19097900390625,-9.21883773803711,N1,1,SC461
E2,-34.11489486694336,-4.843462944030762,REM,4,SC433
E2,7.166614532470703,18.628267288208008,W,0,SC441
E2,-41.27223205566406,6.9218549728393555,REM,4,SC460
E2,-29.38128662109375,-3.1361992359161377,N1,1,SC400
E2,22.927104949951172,-26.658973693847656,N3,3,SC425
E2,0.3955959677696228,-22.675840377807617,N2,2,SC400
E2,-5.02974796295166,4.765957355499268,N1,1,SC400
E2,32.69266128540039,-21.140483856201172,N3,3,SC400
E2,-42.19300079345703,10.361943244934082,REM,4,SC428
E2,-21.73912239074707,1.40652334690094,N1,1,SC425
E2,1.5055170059204102,-8.126449584960938,N1,1,SC461
E2,16.619121551513672,32.489803314208984,W,0,SC428
E2,-28.431425094604492,2.4679296016693115,REM,4,SC428
E2,-17.319442749023438,-1.73155677318573,REM,4,SC451
E2,15.230531692504883,26.261972427368164,W,0,SC433
E2,31.536243438720703,-8.309234619140625,N3,3,SC461
E2,17.23594093322754,-3.3001770973205566,REM,4,SC461
E2,-19.321977615356445,-10.212651252746582,N2,2,SC428
E2,-13.731954574584961,5.509805679321289,N2,2,SC425
E2,3.2122013568878174,13.447952270507812,W,0,SC461
E2,42.848140716552734,-18.350683212280273,N3,3,SC400
E2,21.108430862426758,-8.006490707397461,N3,3,SC451
E2,6.243533611297607,19.42803192138672,W,0,SC441
E2,23.759981155395508,-5.344654560089111,REM,4,SC461
E2,21.32706069946289,-24.643535614013672,N3,3,SC425
E2,2.1605703830718994,-8.003083229064941,N2,2,SC428
E2,-7.663619041442871,20.118118286132812,W,0,SC425
E2,41.45785903930664,-20.140348434448242,N3,3,SC400
E2,24.112232208251953,-22.32839584350586,N3,3,SC400
E2,16.199716567993164,41.40669631958008,W,0,SC461
E2,19.503271102905273,-4.357508659362793,N1,1,SC461
E2,-13.533891677856445,14.10875415802002,N1,1,SC428
E2,40.27976989746094,-19.978546142578125,N3,3,SC428
E2,-10.02735710144043,-22.487314224243164,N2,2,SC433
E2,-7.743714809417725,1.0708882808685303,N1,1,SC460
E2,30.610933303833008,-17.53461265563965,N3,3,SC428
E2,37.707069396972656,-17.24642562866211,N3,3,SC428
E2,5.958824634552002,-13.005756378173828,N2,2,SC441
E2,-2.046536445617676,22.700847625732422,N1,1,SC433
E2,15.929787635803223,24.57708168029785,W,0,SC433
E2,-1.6281335353851318,17.985637664794922,N1,1,SC460
E2,-9.600571632385254,20.983707427978516,W,0,SC428
E2,-4.865142822265625,24.103548049926758,W,0,SC451
E2,21.252086639404297,-3.809966564178467,REM,4,SC461
E2,-6.27599573135376,24.669198989868164,W,0,SC451
E2,6.6031494140625,23.8062801361084,W,0,SC461
E2,-36.791259765625,6.4057488441467285,REM,4,SC400
E2,25.327011108398438,-22.380666732788086,N3,3,SC441
E2,-3.7927935123443604,-13.351604461669922,N2,2,SC451
E2,39.61834716796875,-19.660390853881836,N3,3,SC460
E2,9.876070976257324,29.727060317993164,W,0,SC425
E2,24.898578643798828,-24.847835540771484,N3,3,SC425
E2,-15.397270202636719,-0.823452353477478,REM,4,SC451
E2,11.740577697753906,23.07328987121582,W,0,SC460
E2,-0.7835537195205688,17.71575355529785,W,0,SC460
E2,-5.621680736541748,9.252779006958008,REM,4,SC441
E2,5.161880970001221,10.912678718566895,W,0,SC441
E2,31.085697174072266,-10.0513277053833,N3,3,SC461
E2,-22.472139358520508,6.305172443389893,N1,1,SC425
E2,-43.05693435668945,3.103193521499634,REM,4,SC428
E2,36.98594284057617,-20.65688133239746,N3,3,SC400
E2,14.053006172180176,33.722694396972656,W,0,SC433
E2,1.8586512804031372,-13.893439292907715,N2,2,SC441
E2,-2.8859686851501465,20.362918853759766,W,0,SC451
E2,-42.907310485839844,7.259074687957764,N1,1,SC400
E2,-27.854196548461914,10.563470840454102,REM,4,SC400
E2,15.219189643859863,33.0828742980957,W,0,SC428
E2,4.03855037689209,15.337553977966309,W,0,SC400
E2,-18.264436721801758,4.443084239959717,REM,4,SC425
E2,30.31415367126465,-18.4174747467041,N3,3,SC441
E2,-4.861644744873047,25.995389938354492,W,0,SC433
E2,-42.39238357543945,2.1542131900787354,REM,4,SC425
E2,-5.603999614715576,-14.335426330566406,N2,2,SC451
E2,-9.288957595825195,-14.732758522033691,REM,4,SC461
E2,15.002435684204102,-9.907659530639648,REM,4,SC460
E2,-31.891820907592773,1.0882372856140137,REM,4,SC451
E2,2.80499005317688,17.65642547607422,W,0,SC460
E2,-19.446704864501953,0.18020594120025635,N2,2,SC428
E2,-12.877837181091309,13.867997169494629,REM,4,SC433
E2,14.798328399658203,-25.155658721923828,N3,3,SC441
E2,18.16631317138672,27.00926399230957,W,0,SC433
E2,8.170156478881836,24.260242462158203,W,0,SC400
E2,9.433080673217773,30.776342391967773,W,0,SC425
E2,-2.749542236328125,-17.039520263671875,N2,2,SC433
E2,-22.029014587402344,10.005399703979492,N1,1,SC400
E2,-14.503925323486328,0.10140708088874817,REM,4,SC460
E2,0.01283874362707138,22.598888397216797,W,0,SC428
E2,-11.801660537719727,4.439554691314697,N1,1,SC461
E2,12.477118492126465,-2.5961403846740723,N3,3,SC451
E2,2.8756582736968994,5.234283447265625,N1,1,SC400
E2,-0.5180544257164001,15.432515144348145,N1,1,SC433
E2,-2.372720718383789,-22.12822151184082,N2,2,SC425
E2,13.475604057312012,36.40688705444336,W,0,SC433
E2,8.73915958404541,25.84683609008789,W,0,SC428
E2,-29.881103515625,-1.1114764213562012,N1,1,SC400
E2,2.7748215198516846,18.440507888793945,W,0,SC441
E2,35.333065032958984,-18.909330368041992,N3,3,SC428
E2,9.130727767944336,-20.7440128326416,N2,2,SC428
E2,-12.396080017089844,17.391624450683594,N1,1,SC428
E2,-6.175952911376953,18.43347930908203,N1,1,SC428
E2,-6.0122199058532715,-4.908646106719971,N2,2,SC428
E2,5.94536828994751,16.01637840270996,W,0,SC441
E2,14.03419017791748,-2.716372013092041,REM,4,SC461
E2,-9.176994323730469,-16.600250244140625,N2,2,SC433
E2,5.393999099731445,9.469696044921875,W,0,SC441
E2,22.351234436035156,-8.797823905944824,N3,3,SC461
E2,-18.419466018676758,-8.088419914245605,N2,2,SC428
E2,-34.30727767944336,1.3645827770233154,REM,4,SC425
E2,16.78882598876953,31.144447326660156,W,0,SC428
E2,-0.37403997778892517,-25.30203628540039,N2,2,SC425
E2,7.3986592292785645,-23.391664505004883,N2,2,SC428
E2,-3.8725640773773193,-22.57147789001465,N2,2,SC400
E2,8.91250991821289,24.76860237121582,W,0,SC428
E2,29.20561981201172,-7.913876056671143,N1,1,SC461
E2,-6.74230432510376,-2.1996312141418457,N2,2,SC433
E2,-40.03160095214844,6.082462310791016,REM,4,SC460
E2,5.063536167144775,-18.055891036987305,N2,2,SC461
E2,-11.17292308807373,17.185312271118164,N1,1,SC428
E2,-7.586404800415039,18.33209800720215,N1,1,SC451
E2,13.20411491394043,-25.665246963500977,N3,3,SC425
E2,19.513887405395508,30.922353744506836,W,0,SC428
E2,-21.37831687927246,7.317434310913086,REM,4,SC441
E2,37.487586975097656,-19.93553924560547,N3,3,SC400
E2,1.5705714225769043,-21.75826644897461,N2,2,SC400
E2,31.90721321105957,-17.874101638793945,N3,3,SC441
E2,-6.485481262207031,-11.529233932495117,N1,1,SC461
E2,13.775311470031738,-24.45801544189453,N3,3,SC425
E2,10.726645469665527,19.92020034790039,W,0,SC451
E2,29.961978912353516,-12.700662612915039,N3,3,SC441
E2,8.318816184997559,-13.058377265930176,N2,2,SC461
E2,-34.856224060058594,6.318861961364746,REM,4,SC441
E2,-24.298120498657227,7.859064102172852,REM,4,SC441
E2,-6.188708782196045,8.32913589477539,N1,1,SC400
E2,23.089580535888672,-25.6717586517334,N3,3,SC428
E2,-38.391387939453125,-3.759364604949951,REM,4,SC428
E2,5.4173173904418945,27.753406524658203,W,0,SC460
E2,16.114028930664062,25.985692977905273,W,0,SC441
E2,36.88498306274414,-18.162368774414062,N3,3,SC428
E2,26.827465057373047,-8.736254692077637,N3,3,SC461
E2,-35.10094451904297,-0.7260014414787292,REM,4,SC400
E2,2.781390428543091,7.24575138092041,REM,4,SC400
E2,-3.0411410331726074,-7.721768379211426,N2,2,SC460
E2,42.34756851196289,-19.83932113647461,N3,3,SC400
E2,26.767601013183594,-6.69564151763916,N3,3,SC461
E2,-19.814746856689453,-8.171984672546387,REM,4,SC461
E2,-14.180268287658691,-8.021183013916016,REM,4,SC441
E2,12.8946533203125,-14.751089096069336,N2,2,SC400
E2,-25.55074119567871,-12.136385917663574,REM,4,SC460
E2,-3.357520818710327,19.727537155151367,N1,1,SC425
E2,-11.86532211303711,6.658465385437012,W,0,SC425
E2,-36.83121109008789,-2.0016655921936035,REM,4,SC428
E2,-10.10871410369873,-11.85342788696289,N2,2,SC451
E2,21.234479904174805,-20.889307022094727,N3,3,SC400
E2,25.00347137451172,-15.64654541015625,N3,3,SC441
E2,-6.646332263946533,5.37419319152832,N1,1,SC433
E2,15.404219627380371,31.14960289001465,W,0,SC433
E2,-33.37882614135742,0.35341811180114746,REM,4,SC425
E2,-19.01383399963379,2.299084424972534,N1,1,SC425
E2,-24.29924774169922,8.554981231689453,REM,4,SC428
E2,8.286099433898926,8.800304412841797,N1,1,SC460
E2,-6.434939384460449,22.560447692871094,W,0,SC451
E2,21.840641021728516,-5.977884769439697,REM,4,SC461
E2,11.392778396606445,-4.749109745025635,N2,2,SC451
E2,41.16941452026367,-19.188129425048828,N3,3,SC428
E2,13.393285751342773,35.426517486572266,W,0,SC425
E2,7.760433197021484,-8.627737998962402,N2,2,SC460
E2,14.181584358215332,25.077911376953125,W,0,SC425
E2,-6.851529598236084,-12.102538108825684,N2,2,SC461
E2,-32.29969024658203,9.447531700134277,REM,4,SC428
E2,-2.3808035850524902,0.9510813355445862,N1,1,SC460
E2,39.214176177978516,-17.03346061706543,N3,3,SC428
E2,10.075395584106445,30.974987030029297,W,0,SC425
E2,30.10895347595215,-17.688892364501953,N3,3,SC428
E2,4.358823299407959,3.6566402912139893,N1,1,SC461
E2,-10.33790111541748,-13.505147933959961,N2,2,SC461
E2,14.098346710205078,-18.385669708251953,N3,3,SC441
E2,23.324405670166016,-25.401460647583008,N3,3,SC425
E2,25.48823356628418,-19.749887466430664,N3,3,SC441
E2,-1.116706132888794,-24.691787719726562,N2,2,SC425
E2,6.436003684997559,4.597015857696533,W,0,SC461
E2,-3.828308343887329,-8.806069374084473,N2,2,SC451
E2,-28.585054397583008,-0.017839821055531502,REM,4,SC428
E2,-16.63210105895996,-9.935022354125977,N2,2,SC433
E2,-25.23440933227539,6.1016526222229,REM,4,SC441
E2,10.457463264465332,21.95362091064453,W,0,SC433
E2,12.07436752319336,-23.636489868164062,N2,2,SC441
E2,-14.967609405517578,13.242841720581055,N1,1,SC428
E2,17.22915267944336,-13.367071151733398,N3,3,SC451
E2,-6.139257907867432,17.333436965942383,REM,4,SC433
E2,2.8600611686706543,-9.031439781188965,N2,2,SC460
E2,-26.526687622070312,-0.06981319934129715,REM,4,SC425
E2,-12.730270385742188,-8.203876495361328,N2,2,SC428
E2,12.232266426086426,30.021224975585938,W,0,SC428
E2,-15.629908561706543,-9.009130477905273,N2,2,SC451
E2,-12.07321834564209,15.68533706665039,N1,1,SC425
E2,-3.451197862625122,-20.639734268188477,N1,1,SC433
E2,-12.689425468444824,11.854720115661621,N1,1,SC428
E2,16.49102020263672,36.27449417114258,W,0,SC425
E2,17.278528213500977,30.64708137512207,W,0,SC428
E2,17.75374984741211,36.542198181152344,W,0,SC400
E2,13.927372932434082,-16.385135650634766,N3,3,SC441
E2,43.403961181640625,-18.061996459960938,N3,3,SC400
E2,-27.394399642944336,7.907504558563232,N1,1,SC400
E2,-37.170745849609375,9.321881294250488,REM,4,SC425
E2,-7.930112838745117,20.916038513183594,N1,1,SC451
E2,32.31048583984375,-16.91888427734375,N3,3,SC428
E2,36.19404602050781,-17.698923110961914,N3,3,SC428
E2,-6.845010280609131,-22.520307540893555,N2,2,SC460
E2,32.694252014160156,-23.054380416870117,N3,3,SC400
E2,0.424688458442688,4.824357509613037,N1,1,SC460
E2,-5.243594646453857,-21.91344451904297,N2,2,SC433
E2,25.443635940551758,-16.240921020507812,N3,3,SC441
E2,12.761714935302734,-25.167673110961914,N3,3,SC425
E2,-6.1677446365356445,23.028879165649414,N1,1,SC451
E2,30.827817916870117,-13.772578239440918,N3,3,SC460
E2,6.904582500457764,19.11383819580078,W,0,SC441
E2,15.091693878173828,29.541400909423828,W,0,SC460
E2,25.405208587646484,-18.995258331298828,N3,3,SC460
E2,26.67688751220703,-18.43330192565918,N3,3,SC425
E2,-43.460628509521484,5.164775848388672,REM,4,SC460
E2,-11.34276008605957,14.917458534240723,N1,1,SC425
E2,14.506690979003906,-27.452672958374023,N3,3,SC425
E2,28.861766815185547,-6.152598857879639,N3,3,SC461
E2,18.188417434692383,31.547290802001953,W,0,SC428
E2,11.739957809448242,-19.19521713256836,N3,3,SC425
E2,-1.077906608581543,-5.46972131729126,N1,1,SC433
E2,-0.7563077211380005,19.290569305419922,W,0,SC428
E2,-20.562435150146484,1.988572120666504,N1,1,SC425
E2,-29.05293846130371,-1.6763814687728882,REM,4,SC425
E2,-10.255515098571777,-20.971479415893555,N2,2,SC433
E2,9.065961837768555,20.125192642211914,W,0,SC400
E2,11.503400802612305,29.33292579650879,W,0,SC425
E2,15.04440689086914,-4.529503345489502,N2,2,SC461
E2,16.820493698120117,25.493898391723633,W,0,SC441
E2,-6.467321872711182,-23.28971290588379,N1,1,SC433
E2,29.477800369262695,-11.634817123413086,N3,3,SC441
E2,-15.123318672180176,11.503458023071289,N1,1,SC451
E2,-14.485684394836426,13.862685203552246,REM,4,SC451
E2,8.367300987243652,-20.366727828979492,N2,2,SC441
E2,-30.578594207763672,-4.136796474456787,REM,4,SC433
E2,6.456355094909668,14.478769302368164,W,0,SC460
E2,-13.206588745117188,-15.308660507202148,N2,2,SC433
E2,3.361419439315796,19.231487274169922,W,0,SC460
E2,11.866805076599121,-7.3292236328125,N3,3,SC441
E2,13.182178497314453,-18.849626541137695,N2,2,SC400
E2,12.004586219787598,31.17375373840332,W,0,SC460
E2,18.00333023071289,-11.932284355163574,N3,3,SC460
E2,-33.214839935302734,9.405781745910645,REM,4,SC433
E2,23.697004318237305,-12.12881851196289,N3,3,SC461
E2,17.955764770507812,39.71469497680664,W,0,SC425
E2,-0.32664990425109863,-15.47585391998291,N2,2,SC460
E2,29.085214614868164,-22.87917709350586,N3,3,SC441
E2,23.25405502319336,-15.529918670654297,N3,3,SC460
E2,25.952960968017578,-19.793928146362305,N3,3,SC441
E2,-16.59183692932129,-2.1703877449035645,N1,1,SC451
E2,15.551044464111328,-6.050477027893066,N1,1,SC460
E2,10.418451309204102,-12.927715301513672,N3,3,SC460
E2,17.280399322509766,-6.397547245025635,N2,2,SC461
E2,22.6009578704834,-4.793911933898926,N3,3,SC460
E2,12.454545974731445,30.510761260986328,W,0,SC460
E2,-15.23962688446045,14.113679885864258,REM,4,SC451
E2,0.7343605756759644,2.8863203525543213,REM,4,SC460
E2,5.094247341156006,28.568450927734375,W,0,SC428
E2,-36.95201110839844,1.1338189840316772,REM,4,SC428
E2,16.679344177246094,42.10826110839844,W,0,SC461
E2,8.1060209274292,-25.552406311035156,N2,2,SC428
E2,8.3485107421875,-12.416339874267578,N2,2,SC461
E2,16.399070739746094,40.412269592285156,W,0,SC433
E2,23.293838500976562,-12.624672889709473,N2,2,SC461
E2,-34.6332893371582,-4.131669044494629,N1,1,SC425
E2,-10.62718391418457,-18.280065536499023,N2,2,SC433
E2,9.068031311035156,-6.548518657684326,N1,1,SC441
E2,-0.27581268548965454,22.806224822998047,W,0,SC433
E2,-11.571105003356934,5.653935432434082,N1,1,SC451
E2,-14.043609619140625,9.708343505859375,N1,1,SC425
E2,-12.370652198791504,-16.616575241088867,N2,2,SC425
E2,-4.41972541809082,-18.852642059326172,N1,1,SC433
E2,-5.673256874084473,8.414243698120117,N1,1,SC400
E2,-8.577997207641602,21.05729866027832,N1,1,SC433
E2,-16.758136749267578,4.284936904907227,REM,4,SC441
E2,-31.435834884643555,-4.645854473114014,N1,1,SC433
E2,-11.22728157043457,18.2193546295166,N1,1,SC428
E2,-32.60670471191406,13.579673767089844,REM,4,SC451
E2,-17.076391220092773,-5.552370071411133,N2,2,SC451
E2,-5.469098091125488,-16.099367141723633,N2,2,SC441
E2,-28.580900192260742,7.550978660583496,N1,1,SC400
E2,-15.206925392150879,5.541958808898926,REM,4,SC451
E2,12.73567008972168,-20.112058639526367,N3,3,SC425
E2,8.36981201171875,19.271766662597656,W,0,SC441
E2,19.580459594726562,29.908950805664062,W,0,SC428
E2,31.78427505493164,-6.937891006469727,N3,3,SC461
E2,14.504168510437012,28.615318298339844,W,0,SC433
E2,-1.563383936882019,-24.194618225097656,N2,2,SC400
E2,6.703594207763672,4.726057052612305,REM,4,SC461
E2,25.152746200561523,-25.406774520874023,N3,3,SC441
E2,18.133071899414062,41.29965591430664,W,0,SC425
E2,-7.196618556976318,-14.505966186523438,N2,2,SC451
E2,-12.932256698608398,19.708385467529297,N1,1,SC428
E2,6.434105396270752,2.9777774810791016,N2,2,SC460
E2,-5.928771018981934,20.490039825439453,W,0,SC428
E2,-5.164275169372559,-20.643341064453125,N2,2,SC400
E2,2.946120500564575,-7.531560897827148,N2,2,SC451
E2,13.418816566467285,-9.110588073730469,N1,1,SC460
E2,-17.820783615112305,-1.3281525373458862,N1,1,SC428
E2,-6.564906120300293,-13.019715309143066,N1,1,SC433
E2,17.157751083374023,34.09611892700195,W,0,SC433
E2,-33.66437911987305,-1.5051707029342651,REM,4,SC400
E2,-7.4051971435546875,-6.271114349365234,N2,2,SC428
E2,-2.4568519592285156,16.93354034423828,W,0,SC460
E2,5.28114652633667,5.358216285705566,W,0,SC451
E2,10.636087417602539,-2.1145195960998535,N2,2,SC451
E2,5.64919376373291,3.884535789489746,N1,1,SC460
E2,-19.055526733398438,-2.1894683837890625,N1,1,SC433
E2,13.812472343444824,31.267688751220703,W,0,SC451
E2,-42.14915084838867,0.9709158539772034,REM,4,SC460
E2,10.643675804138184,-10.2534761428833,N2,2,SC460
E2,-40.31625747680664,6.440184116363525,REM,4,SC460
E2,15.420987129211426,30.734678268432617,W,0,SC433
E2,-40.040000915527344,-2.350778818130493,REM,4,SC428
E2,-21.592958450317383,7.8525848388671875,REM,4,SC441
E2,-6.505422115325928,-1.570106863975525,N2,2,SC400
E2,-27.489608764648438,-4.551751613616943,REM,4,SC425
E2,3.6688389778137207,14.504188537597656,W,0,SC400
E2,29.205215454101562,-17.248048782348633,N3,3,SC428
E2,5.323533535003662,15.172127723693848,W,0,SC428
E2,2.9944424629211426,-14.450652122497559,N1,1,SC460
E2,8.981679916381836,-9.142464637756348,N1,1,SC460
E2,-17.73845863342285,-10.19145679473877,N2,2,SC425
E2,28.02457618713379,-5.893348693847656,N3,3,SC461
E2,-17.092912673950195,-9.423295021057129,N2,2,SC451
E2,-2.9329075813293457,6.353118896484375,W,0,SC400
E2,4.345909595489502,24.29436683654785,W,0,SC425
E2,22.040943145751953,-6.395191192626953,REM,4,SC461
E2,22.935546875,-21.06920051574707,N3,3,SC460
E2,-9.694840431213379,1.365027666091919,W,0,SC461
E2,5.810118675231934,-23.398075103759766,N2,2,SC425
E2,-37.00914764404297,-3.892282485961914,REM,4,SC428
E2,5.2051682472229,18.718217849731445,W,0,SC441
E2,27.22071075439453,-2.8132565021514893,N3,3,SC461
E2,-0.9388612508773804,-14.473142623901367,N2,2,SC441
